4.051700	1.370413	1.359436
1.784494	0.510991	0.506898
1.053336	0.283246	0.280978
0.713662	0.185668	0.184181
0.524060	0.133589	0.132519
0.405715	0.102001	0.101184
0.326056	0.081158	0.080508
0.269435	0.066559	0.066026
0.227494	0.055866	0.055419
0.195408	0.047759	0.047376
0.170214	0.041439	0.041107
0.150004	0.036399	0.036107
0.133499	0.032304	0.032045
0.119814	0.028923	0.028692
0.108316	0.026094	0.025885
0.098547	0.023697	0.023507
0.090163	0.021646	0.021473
0.082903	0.019875	0.019716
0.076569	0.018332	0.018186
0.071001	0.016980	0.016844
0.066077	0.015786	0.015659
0.061697	0.014725	0.014607
0.057781	0.013779	0.013668
0.054262	0.012929	0.012826
0.051086	0.012163	0.012066
0.048208	0.011470	0.011379
0.045591	0.010841	0.010754
0.043202	0.010267	0.010185
0.041015	0.009742	0.009664
0.039006	0.009260	0.009186
0.037156	0.008817	0.008746
0.035448	0.008407	0.008340
0.033867	0.008029	0.007965
0.032400	0.007678	0.007617
0.031036	0.007352	0.007293
0.029765	0.007049	0.006992
0.028578	0.006765	0.006711
0.027468	0.006501	0.006449
0.026429	0.006253	0.006203
0.025453	0.006020	0.005972
0.024536	0.005802	0.005755
0.023672	0.005596	0.005551
0.022858	0.005402	0.005359
0.022090	0.005219	0.005178
0.021364	0.005047	0.005006
0.020677	0.004883	0.004844
0.020025	0.004729	0.004691
0.019408	0.004582	0.004545
0.018821	0.004442	0.004407
0.018263	0.004310	0.004276
0.017733	0.004184	0.004151
0.017227	0.004064	0.004032
0.016745	0.003950	0.003918
0.016286	0.003841	0.003810
0.015847	0.003737	0.003707
0.015427	0.003637	0.003608
0.015025	0.003542	0.003514
0.014641	0.003451	0.003423
0.014272	0.003364	0.003337
0.013919	0.003280	0.003254
0.013581	0.003200	0.003174
0.013255	0.003123	0.003098
0.012943	0.003049	0.003024
0.012642	0.002978	0.002954
0.012353	0.002909	0.002886
0.012075	0.002844	0.002821
0.011807	0.002780	0.002758
0.011549	0.002719	0.002697
0.011301	0.002660	0.002639
0.011061	0.002604	0.002583
0.010829	0.002549	0.002528
0.010605	0.002496	0.002476
0.010389	0.002445	0.002425
0.010180	0.002396	0.002376
0.009978	0.002348	0.002329
0.009783	0.002302	0.002283
0.009594	0.002257	0.002239
0.009411	0.002214	0.002196
0.009234	0.002172	0.002155
0.009062	0.002131	0.002114
0.008895	0.002092	0.002075
0.008734	0.002054	0.002038
0.008577	0.002017	0.002001
0.008425	0.001981	0.001965
0.008278	0.001946	0.001931
0.008134	0.001912	0.001897
0.007995	0.001880	0.001865
0.007860	0.001848	0.001833
0.007728	0.001817	0.001802
0.007600	0.001787	0.001772
0.007476	0.001757	0.001743
0.007355	0.001729	0.001715
0.007237	0.001701	0.001687
0.007122	0.001674	0.001660
0.007011	0.001647	0.001634
0.006902	0.001622	0.001609
0.006796	0.001597	0.001584
0.006692	0.001572	0.001560
0.006592	0.001549	0.001536
0.006493	0.001526	0.001513
0.006397	0.001503	0.001491
0.006304	0.001481	0.001469
0.006213	0.001459	0.001448
0.006124	0.001438	0.001427
0.006037	0.001418	0.001407
0.005952	0.001398	0.001387
0.005869	0.001378	0.001367
0.005788	0.001359	0.001348
0.005709	0.001341	0.001330
0.005631	0.001322	0.001312
0.005555	0.001305	0.001294
0.005481	0.001287	0.001277
0.005409	0.001270	0.001260
0.005338	0.001254	0.001243
0.005269	0.001237	0.001227
0.005201	0.001221	0.001211
0.005135	0.001206	0.001196
0.005070	0.001190	0.001181
0.005006	0.001175	0.001166
0.004944	0.001161	0.001151
0.004883	0.001146	0.001137
0.004824	0.001132	0.001123
0.004765	0.001119	0.001110
0.004708	0.001105	0.001096
0.004651	0.001092	0.001083
0.004596	0.001079	0.001070
0.004542	0.001066	0.001058
0.004489	0.001054	0.001045
0.004437	0.001041	0.001033
0.004386	0.001029	0.001021
0.004336	0.001018	0.001010
0.004287	0.001006	0.000998
0.004239	0.000995	0.000987
0.004192	0.000984	0.000976
0.004146	0.000973	0.000965
0.004100	0.000962	0.000954
0.004055	0.000952	0.000944
0.004012	0.000941	0.000934
0.003968	0.000931	0.000924
0.003926	0.000921	0.000914
0.003885	0.000911	0.000904
0.003844	0.000902	0.000895
0.003804	0.000892	0.000885
0.003764	0.000883	0.000876
0.003725	0.000874	0.000867
0.003687	0.000865	0.000858
0.003650	0.000856	0.000849
0.003613	0.000848	0.000841
0.003577	0.000839	0.000832
0.003541	0.000831	0.000824
0.003506	0.000822	0.000816
0.003472	0.000814	0.000808
0.003438	0.000806	0.000800
0.003404	0.000799	0.000792
0.003372	0.000791	0.000785
0.003339	0.000783	0.000777
0.003307	0.000776	0.000770
0.003276	0.000768	0.000762
0.003245	0.000761	0.000755
0.003215	0.000754	0.000748
0.003185	0.000747	0.000741
0.003156	0.000740	0.000734
0.003127	0.000733	0.000728
0.003098	0.000727	0.000721
0.003070	0.000720	0.000714
0.003043	0.000714	0.000708
0.003016	0.000707	0.000702
0.002989	0.000701	0.000695
0.002962	0.000695	0.000689
0.002936	0.000689	0.000683
0.002911	0.000683	0.000677
0.002885	0.000677	0.000671
0.002860	0.000671	0.000665
0.002836	0.000665	0.000660
0.002812	0.000659	0.000654
0.002788	0.000654	0.000648
0.002764	0.000648	0.000643
0.002741	0.000643	0.000638
0.002718	0.000637	0.000632
0.002695	0.000632	0.000627
0.002673	0.000627	0.000622
0.002651	0.000622	0.000617
0.002630	0.000617	0.000612
0.002608	0.000612	0.000607
0.002587	0.000607	0.000602
0.002566	0.000602	0.000597
0.002546	0.000597	0.000592
0.002526	0.000592	0.000587
0.002506	0.000587	0.000583
0.002486	0.000583	0.000578
0.002466	0.000578	0.000574
0.002447	0.000574	0.000569
0.002428	0.000569	0.000565
0.002410	0.000565	0.000560
0.002391	0.000561	0.000556
0.002373	0.000556	0.000552
0.002355	0.000552	0.000548
0.002337	0.000548	0.000543
0.002320	0.000544	0.000539
0.002302	0.000540	0.000535
0.002285	0.000536	0.000531
0.002268	0.000532	0.000527
0.002251	0.000528	0.000524
0.002235	0.000524	0.000520
0.002219	0.000520	0.000516
0.002202	0.000516	0.000512
0.002187	0.000513	0.000508
0.002171	0.000509	0.000505
0.002155	0.000505	0.000501
0.002140	0.000502	0.000498
0.002125	0.000498	0.000494
0.002110	0.000495	0.000491
0.002095	0.000491	0.000487
0.002080	0.000488	0.000484
0.002066	0.000484	0.000480
0.002052	0.000481	0.000477
0.002037	0.000478	0.000474
0.002023	0.000474	0.000470
0.002010	0.000471	0.000467
0.001996	0.000468	0.000464
0.001982	0.000465	0.000461
0.001969	0.000461	0.000458
0.001956	0.000458	0.000455
0.001943	0.000455	0.000452
0.001930	0.000452	0.000449
0.001917	0.000449	0.000446
0.001905	0.000446	0.000443
0.001892	0.000443	0.000440
0.001880	0.000441	0.000437
0.001867	0.000438	0.000434
0.001855	0.000435	0.000431
0.001843	0.000432	0.000429
0.001832	0.000429	0.000426
0.001820	0.000426	0.000423
0.001808	0.000424	0.000420
0.001797	0.000421	0.000418
0.001785	0.000418	0.000415
0.001774	0.000416	0.000412
0.001763	0.000413	0.000410
0.001752	0.000411	0.000407
0.001741	0.000408	0.000405
0.001730	0.000405	0.000402
0.001720	0.000403	0.000400
0.001709	0.000401	0.000397
0.001699	0.000398	0.000395
0.001689	0.000396	0.000392
0.001678	0.000393	0.000390
0.001668	0.000391	0.000388
0.001658	0.000389	0.000385
0.001648	0.000386	0.000383
0.001638	0.000384	0.000381
0.001629	0.000382	0.000379
0.001619	0.000379	0.000376
0.001609	0.000377	0.000374
0.001600	0.000375	0.000372
0.001591	0.000373	0.000370
0.001581	0.000371	0.000368
0.001572	0.000368	0.000365
0.001563	0.000366	0.000363
0.001554	0.000364	0.000361
0.001545	0.000362	0.000359
0.001536	0.000360	0.000357
0.001528	0.000358	0.000355
0.001519	0.000356	0.000353
0.001510	0.000354	0.000351
0.001502	0.000352	0.000349
0.001494	0.000350	0.000347
0.001485	0.000348	0.000345
0.001477	0.000346	0.000343
0.001469	0.000344	0.000341
0.001461	0.000342	0.000339
0.001453	0.000340	0.000338
0.001445	0.000338	0.000336
0.001437	0.000337	0.000334
0.001429	0.000335	0.000332
0.001421	0.000333	0.000330
0.001414	0.000331	0.000328
0.001406	0.000329	0.000327
0.001398	0.000328	0.000325
0.001391	0.000326	0.000323
0.001383	0.000324	0.000322
0.001376	0.000322	0.000320
0.001369	0.000321	0.000318
0.001362	0.000319	0.000316
0.001354	0.000317	0.000315
0.001347	0.000316	0.000313
0.001340	0.000314	0.000311
0.001333	0.000312	0.000310
0.001327	0.000311	0.000308
0.001320	0.000309	0.000307
0.001313	0.000308	0.000305
0.001306	0.000306	0.000304
0.001299	0.000304	0.000302
0.001293	0.000303	0.000300
0.001286	0.000301	0.000299
0.001280	0.000300	0.000297
0.001273	0.000298	0.000296
0.001267	0.000297	0.000294
0.001261	0.000295	0.000293
0.001254	0.000294	0.000291
0.001248	0.000292	0.000290
0.001242	0.000291	0.000289
0.001236	0.000289	0.000287
0.001230	0.000288	0.000286
0.001224	0.000287	0.000284
0.001218	0.000285	0.000283
0.001212	0.000284	0.000282
0.001206	0.000282	0.000280
0.001200	0.000281	0.000279
0.001194	0.000280	0.000277
0.001188	0.000278	0.000276
0.001183	0.000277	0.000275
0.001177	0.000276	0.000273
0.001171	0.000274	0.000272
0.001166	0.000273	0.000271
0.001160	0.000272	0.000270
0.001155	0.000271	0.000268
0.001149	0.000269	0.000267
0.001144	0.000268	0.000266
0.001139	0.000267	0.000265
0.001133	0.000265	0.000263
0.001128	0.000264	0.000262
0.001123	0.000263	0.000261
0.001118	0.000262	0.000260
0.001113	0.000261	0.000258
0.001107	0.000259	0.000257
0.001102	0.000258	0.000256
0.001097	0.000257	0.000255
0.001092	0.000256	0.000254
0.001087	0.000255	0.000253
0.001082	0.000254	0.000251
0.001078	0.000252	0.000250
0.001073	0.000251	0.000249
0.001068	0.000250	0.000248
0.001063	0.000249	0.000247
0.001058	0.000248	0.000246
0.001054	0.000247	0.000245
0.001049	0.000246	0.000244
0.001044	0.000245	0.000243
0.001040	0.000244	0.000242
0.001035	0.000242	0.000241
0.001031	0.000241	0.000239
0.001026	0.000240	0.000238
0.001022	0.000239	0.000237
0.001017	0.000238	0.000236
0.001013	0.000237	0.000235
0.001009	0.000236	0.000234
0.001004	0.000235	0.000233
0.001000	0.000234	0.000232
0.000996	0.000233	0.000231
0.000991	0.000232	0.000230
0.000987	0.000231	0.000229
0.000983	0.000230	0.000228
0.000979	0.000229	0.000227
0.000975	0.000228	0.000226
0.000971	0.000227	0.000225
0.000967	0.000226	0.000225
0.000962	0.000225	0.000224
0.000958	0.000224	0.000223
0.000954	0.000224	0.000222
0.000951	0.000223	0.000221
0.000947	0.000222	0.000220
0.000943	0.000221	0.000219
0.000939	0.000220	0.000218
0.000935	0.000219	0.000217
0.000931	0.000218	0.000216
0.000927	0.000217	0.000215
0.000924	0.000216	0.000215
0.000920	0.000215	0.000214
0.000916	0.000215	0.000213
0.000912	0.000214	0.000212
0.000909	0.000213	0.000211
0.000905	0.000212	0.000210
0.000901	0.000211	0.000209
0.000898	0.000210	0.000209
0.000894	0.000209	0.000208
0.000891	0.000209	0.000207
0.000887	0.000208	0.000206
0.000884	0.000207	0.000205
0.000880	0.000206	0.000204
0.000877	0.000205	0.000204
0.000873	0.000204	0.000203
0.000870	0.000204	0.000202
0.000866	0.000203	0.000201
0.000863	0.000202	0.000200
0.000860	0.000201	0.000200
0.000856	0.000201	0.000199
0.000853	0.000200	0.000198
0.000850	0.000199	0.000197
0.000847	0.000198	0.000197
0.000843	0.000197	0.000196
0.000840	0.000197	0.000195
0.000837	0.000196	0.000194
0.000834	0.000195	0.000194
0.000831	0.000194	0.000193
0.000827	0.000194	0.000192
0.000824	0.000193	0.000191
0.000821	0.000192	0.000191
0.000818	0.000192	0.000190
0.000815	0.000191	0.000189
0.000812	0.000190	0.000189
0.000809	0.000189	0.000188
0.000806	0.000189	0.000187
0.000803	0.000188	0.000187
0.000800	0.000187	0.000186
0.000797	0.000187	0.000185
0.000794	0.000186	0.000184
0.000791	0.000185	0.000184
0.000788	0.000185	0.000183
0.000785	0.000184	0.000182
0.000783	0.000183	0.000182
0.000780	0.000183	0.000181
0.000777	0.000182	0.000180
0.000774	0.000181	0.000180
0.000771	0.000181	0.000179
0.000769	0.000180	0.000179
0.000766	0.000179	0.000178
0.000763	0.000179	0.000177
0.000760	0.000178	0.000177
0.000758	0.000177	0.000176
0.000755	0.000177	0.000175
0.000752	0.000176	0.000175
0.000750	0.000176	0.000174
0.000747	0.000175	0.000173
0.000744	0.000174	0.000173
0.000742	0.000174	0.000172
0.000739	0.000173	0.000172
0.000736	0.000172	0.000171
0.000734	0.000172	0.000170
0.000731	0.000171	0.000170
0.000729	0.000171	0.000169
0.000726	0.000170	0.000169
0.000724	0.000169	0.000168
0.000721	0.000169	0.000168
0.000719	0.000168	0.000167
0.000716	0.000168	0.000166
0.000714	0.000167	0.000166
0.000711	0.000167	0.000165
0.000709	0.000166	0.000165
0.000707	0.000165	0.000164
0.000704	0.000165	0.000164
0.000702	0.000164	0.000163
0.000699	0.000164	0.000162
0.000697	0.000163	0.000162
0.000695	0.000163	0.000161
0.000692	0.000162	0.000161
0.000690	0.000162	0.000160
0.000688	0.000161	0.000160
0.000685	0.000160	0.000159
0.000683	0.000160	0.000159
0.000681	0.000159	0.000158
0.000679	0.000159	0.000158
0.000676	0.000158	0.000157
0.000674	0.000158	0.000157
0.000672	0.000157	0.000156
0.000670	0.000157	0.000156
0.000668	0.000156	0.000155
0.000665	0.000156	0.000155
0.000663	0.000155	0.000154
0.000661	0.000155	0.000154
0.000659	0.000154	0.000153
0.000657	0.000154	0.000153
0.000655	0.000153	0.000152
0.000653	0.000153	0.000152
0.000650	0.000152	0.000151
0.000648	0.000152	0.000151
0.000646	0.000151	0.000150
0.000644	0.000151	0.000150
0.000642	0.000150	0.000149
0.000640	0.000150	0.000149
0.000638	0.000149	0.000148
0.000636	0.000149	0.000148
0.000634	0.000148	0.000147
0.000632	0.000148	0.000147
0.000630	0.000147	0.000146
0.000628	0.000147	0.000146
0.000626	0.000147	0.000145
0.000624	0.000146	0.000145
0.000622	0.000146	0.000144
0.000620	0.000145	0.000144
0.000618	0.000145	0.000144
0.000616	0.000144	0.000143
0.000614	0.000144	0.000143
0.000613	0.000143	0.000142
